序号,区县名称,街道名称,社区名称,类别名,名称（全称）,地址（详细到门牌号）,邮政编码,联系电话,服务项目,服务时间
772,平谷区,渔阳地区,海关西园社区,超市,京谷晨阳工贸有限公司,西环南路1号,101200,13601321581,销售日用百货,7：00-20：00
773,平谷区,渔阳地区,海关西园社区,超市,北京伟丽航商贸公司,西环南路1-4-3,101200,18701595836,销售日用百货,7：00-20：00
774,平谷区,渔阳地区,胜利社区,超市,星宇昊73号超市,南岔子街1号,101200,51329782,自选商品购买,早8:00-晚8：00
775,平谷区,渔阳地区,太和园社区,超市,北京鑫车站超市,新平北路路北侧,101200,69972305,销售日用百货,早7:00—晚9:30
776,平谷区,渔阳地区,太和园社区,超市,北京丰惠丰利超市,新平北路6号楼底商,101200,69922100,销售日用百货,早7:00—晚9:30
777,平谷区,渔阳地区,太和园社区,超市,北京宇旺兴商贸中心,太和园甲7楼2号底商,101200,51326999,销售日用百货,早7:00—晚9:30
778,平谷区,渔阳地区,太和园社区,超市,北京瑞新盛业商贸服务中心,平安街村148号,101200,69981154,销售日用百货,早7:00—晚9:30
779,平谷区,渔阳地区,太和园社区,超市,北京绿谷天顺商贸中心,北二环1号院3号楼底商,101200,13691058854,销售日用百货,早7:00—晚9:30
780,平谷区,渔阳地区,太和园社区,超市,北京太和吉祥百货店,太和园甲7楼西侧平房,101200,13601398134,销售日用百货,早7:00—晚9:30
781,平谷区,渔阳地区,太和园社区,超市,北京太合伶百货商店,太和东园21号楼南侧平房7号,101200,69921776,销售日用百货,早7:00—晚9:30
782,平谷区,渔阳地区,太和园社区,超市,北京宏运凯丰百货商店,新平北路B-6号,101200,13611365936,销售日用百货,早7:00—晚9:30
783,平谷区,渔阳地区,太和园社区,超市,北京太和东园东丹百货商店,太和东园22号楼7号,101200,13716860515,销售日用百货,早7:00—晚9:30
784,平谷区,渔阳地区,太和园社区,超市,北京平乐益康百货商店,太和东园1号楼4号底商,101200,15712802187,销售日用百货,早7:00—晚9:30
785,平谷区,渔阳地区,太和园社区,超市,北京可莹可欣百货商店,新平北路1号院5-6号,101200,52792217,销售日用百货,早7:00—晚9:30
786,平谷区,渔阳地区,太和园社区,超市,北京市远久百货商店,太和园小区居委会南侧,101200,69980285,销售日用百货,早7:00—晚9:30
787,平谷区,渔阳地区,太和园社区,超市,北京客来鸿运商贸中心,太和东园19号楼9号底商,101200,69922067,销售日用百货,早7:00—晚9:30
788,平谷区,渔阳地区,迎宾花园社区,超市,北京海鹏东超市,迎宾花园3楼1单元,101200,69936548,零售包装食品、烟、酒,上午8-晚上8点
789,平谷区,滨河街道,滨河社区,超市,北京东升聚缘超市,滨河小区30号楼北侧,101200,89981911,食品、烟酒、日用品经销,上午8点——晚上8点
790,平谷区,滨河街道,滨河社区,超市,陈永滨副食店,滨河小区20楼3单元2号,101200,89986752,食品、烟酒、日用品经销,上午8点——晚上9点
791,平谷区,滨河街道,滨河社区,超市,玉良晓静百货商店,滨河小区20楼1单元1号,101200,69981379,食品、烟酒、日用品经销,上午8点——晚上10点
792,平谷区,滨河街道,承平园社区,超市,承平园旺百货,承平园4-3-2,101200,89983957,日用品、食品等百货,早8:00至晚8:00
793,平谷区,滨河街道,建南社区,超市,北京可爱可商贸有限公司,丙5楼3单元2号,101200,69968335,生活日用品贩卖,8:00-晚上10:00
794,平谷区,滨河街道,建南社区,超市,烟酒超市,向阳南街23号,101200,69977297,烟、酒、日用品贩卖,9：00-22:00
795,平谷区,滨河街道,建西社区,超市,和美购物广场,文化北街中卫世纪城北,101200,69987471,衣服、鞋、帽、食品、日用百货,8:30----20:30
796,平谷区,滨河街道,建西社区,超市,国泰百货,文化北街中卫世纪城南,101200,69961186,衣服、鞋、帽、食品、日用百货,8:30----20:30
797,平谷区,滨河街道,金海社区,超市,云飞兴鹏超市,建设西街17号,101200,15910478548,日常用品,8点--16点
798,平谷区,滨河街道,南小区社区,超市,福兰德超市,育才胡同15号,101200,89983927,食品、烟酒、日用品经销,8:00-晚上10:00
799,平谷区,滨河街道,平粮社区,超市,北京市超头超百货商店,新开街19号楼2,101200,69966958,日用百货,早8时至晚22时
800,平谷区,滨河街道,向阳社区,超市,乐道便民超市,新开街24-15,101200,89999979,日用品销售,8:00-晚上10:00
801,平谷区,兴谷街道,光明社区,超市,青田联华,北大综合市场,101200,89989590,方便社区居民购置日常生活用品,全天
802,平谷区,兴谷街道,金乡东社区,超市,天客隆,新平北路51号,101200,89997724,日常用品,9：00-20:00
803,平谷区,兴谷街道,金乡西社区,超市,海通利盟,41号楼,101200,69979233,为社区居民提供简单日常用品,全天
804,平谷区,兴谷街道,金乡西社区,超市,秉盛丰源,63号院1-1,101200,69968309,为社区居民提供简单日常用品,全天
805,平谷区,兴谷街道,乐园东社区,超市,蓝星大众超市,乐园东小区1号楼3单元1号,101200,89997738,方便社区居民购置日常生活用品,全天候提供服务
806,平谷区,兴谷街道,乐园西社区,超市,春来浩超市,乐园西小区甲22-1-1,101200,无,为居民提供日常用品,全天
807,平谷区,兴谷街道,乐园西社区,超市,北京国萍超群超市,谷丰东路13号,101200,69986848,为居民提供日常用品,全天
808,平谷区,兴谷街道,乐园西社区,超市,星宇昊超市,乐园西50楼南侧,101200,89997913,为居民提供日常用品,全天
809,平谷区,兴谷街道,乐园西社区,超市,旺兴百货超市,平谷南街39-16,101200,69970371,为居民提供日常用品,全天
810,平谷区,兴谷街道,乐园西社区,超市,北京宏升增旺百货商店,平谷南街39-17,101200,51326560,为居民提供日常用品,全天
811,平谷区,兴谷街道,乐园西社区,超市,乐云兴百货商店,乐园西甲27-1-1,101200,89991501,为居民提供日常用品,全天
812,平谷区,兴谷街道,乐园西社区,超市,北京立伟兴综合商店,乐园西53楼,101200,1.37E+11,为居民提供日常用品,
813,平谷区,兴谷街道,乐园西社区,超市,天马天超市,平谷南街35-3,101200,89984072,为居民提供日常用品,全天
814,平谷区,兴谷街道,兴谷园社区,超市,京客隆超市,平翔路9号,101200,69957193,零售日用百货,8:30—20:00
815,平谷区,兴谷街道,兴谷园社区,超市,渭海温情超市,兴谷园小区20楼10号底商,101200,13241324088,零售定型包装食品，散装非直接入口食品，日用百货,7:30—22:00
816,平谷区,兴谷街道,兴谷园社区,超市,平谷区凤平食品商店,兴谷园3号楼后西车库,101200,69956202,零售日用百货,7:00—21:00
817,平谷区,兴谷街道,阳光社区,超市,北京百家乐购商贸中心,贾各庄村南街3号,101200,69951678,零售日用百货,7:30—18:00
818,平谷区,兴谷街道,阳光社区,超市,北京吕强进财百货商店,春曦园小区17号楼2-3号（平房）,101200,13051446842,零售定型包装食品，散装非直接入口食品，日用百货,7:30—18:00
819,平谷区,兴谷街道,阳光社区,超市,北京王永雷百货店,平谷镇大街59号院3号1层（61）-102,101200,69950587,零售日用百货,7:00—20:00
820,平谷区,兴谷街道,园丁社区,超市,"希望绿谷超市、
永安超市","园丁小区甲8-4-1
永安家园6号楼西房山",101200,"13661399779
69953803",零售日常百货,7:30——21:00
821,怀柔区,怀北镇,铁路社区,超市,涞源超市,怀北车站站前路100米处,101408,,日用品、洗涤、副食等,全天
822,怀柔区,庙城镇,庙城社区,超市,北京何志禄商店,庙城融城园北区1号楼01号,101401,13439503663,销售日用品百货；食品；香烟,7:30—21:30
823,怀柔区,庙城镇,庙城社区,超市,北京张朋香商店,庙城村69号楼1层门脸,101401,60696836,销售日用品百货；食品；香烟,7:00—21:30
824,怀柔区,庙城镇,庙城社区,超市,北京王宪立商店,庙城融城园北区1#-6-11号,101401,60692631,销售日用品百货；食品；香烟,7:00—20:00
825,怀柔区,庙城镇,庙城社区,超市,北京丽日名屋商贸中心,庙城村69号楼1层门脸,101401,13716218632,销售童装；文具；玩具；饰品,9:00—18:00
826,怀柔区,庙城镇,庙城社区,超市,北京广利增超市,庙城村299号,101401,60691593,销售日用百货；烟酒茶糖,7:00—22:00
827,怀柔区,庙城镇,庙城社区,超市,北京融兴宏大商店,庙城融城园南区院内西平房,101401,60691030,销售日用杂品；包装食品；香烟,7:30—21:30
828,怀柔区,桥梓镇,茶坞铁路社区,超市,1、?德誉恒隆超市,1、?茶坞铁路家属区北车棚内,101402,51048788,社区居民日常生活所需,全天
829,怀柔区,桥梓镇,茶坞铁路社区,超市,2、?利和民超市,2、?茶坞铁路47号楼对面,,,,
830,怀柔区,桥梓镇,茶坞铁路社区,超市,3、?亿隆强超市,3、?茶坞铁路信用社东15米,,,,
831,怀柔区,汤河口镇,汤河口社区,超市,汤河口天一超市,汤河口镇中心十字街北,101411,,商品服务及日常用品,正常营业时间
832,怀柔区,雁栖镇,新村社区,超市,1.???千里园恒力商店,怀柔区雁栖镇雁栖新村社区门口,,61641978,为居民提供日常生活所需,全天
833,怀柔区,杨宋镇,凤翔社区,超市,北京豫惠来超市,和平路36号,101400,13937541565,商品服务及日常用品,全天24小时
834,怀柔区,杨宋镇,凤翔社区,超市,北京凤翔家园超市,凤翔四院平房,101400,13718587928,商品服务及日常用品,全天24小时
835,怀柔区,杨宋镇,凤翔社区,超市,北京佳香缘超市,凤瑞二园东,101400,61679138,商品服务及日常用品,全天24小时
836,怀柔区,杨宋镇,凤翔社区,超市,凤瑞彩伶超市,凤瑞二园中,101400,61676179,商品服务及日常用品,全天24小时
837,怀柔区,杨宋镇,凤翔社区,超市,欣欣商店,凤瑞二园西,101400,13241672075,商品服务及日常用品,全天24小时
838,怀柔区,杨宋镇,凤翔社区,超市,北京曹建颖商店,和平路17号,101400,13716308033,商品服务及日常用品,全天24小时
839,怀柔区,杨宋镇,凤翔社区,超市,北京凤瑞祥和商店,和平路9号,101400,61676025,商品服务及日常用品,全天24小时
840,怀柔区,杨宋镇,凤翔社区,超市,北京慧成长超市,和平路11号,101400,13718148084,商品服务及日常用品,全天24小时
841,怀柔区,杨宋镇,凤翔社区,超市,北京木子水商品有限公司,和平路12号,101400,13910868818,商品服务及日常用品,全天24小时
842,怀柔区,龙山街道,车站路社区,超市,二兴益便利店,府前东街甲15号楼,101400,69622109,日用百货,周一至周日
843,怀柔区,龙山街道,丽湖社区,超市,北京世纪红秀坊超市,南华大街31号10号楼,101400,69627375,食品百货,全天
844,怀柔区,龙山街道,丽湖社区,超市,绿源鹏飞商店,怀柔区南大街37号,101400,13521015623,蔬菜、水果、调料,全天
845,怀柔区,龙山街道,丽湖社区,超市,北京紫月亮商店,怀柔区南大街37号,101400,15712842855,烟酒食品,全天
846,怀柔区,龙山街道,丽湖社区,超市,北京丽人才华商店,怀柔区南大街37号,101400,69645781,烟酒食品,全天
847,怀柔区,龙山街道,丽湖社区,超市,北京千果园商店,怀柔区南大街31号,101400,15910938831,水果干果,全天
848,怀柔区,龙山街道,丽湖社区,超市,北京龙祥宏仁商店,怀柔区南大街戊31号楼1单元101,101400,86470605,日用百货蔬菜水果冷饮,全天
849,怀柔区,龙山街道,丽湖社区,超市,北京向英商店,北京市怀柔区南大街武装部,101400,69681120,烟酒小食品冷饮,全天
850,怀柔区,龙山街道,丽湖社区,超市,北京怀武老兵益民商店,怀柔区南大街27号,101400,69625605,服装鞋帽,全天
851,怀柔区,龙山街道,丽湖社区,超市,北京市桂珍小卖部,北京市怀柔区武装部西侧10米,101400,69645231,烟酒冷饮,全天
852,怀柔区,龙山街道,龙湖新村社区,超市,西园百姓超市,青春苑西区2号楼2门脸,101400,69626124,日用百货,13小时
853,怀柔区,龙山街道,南城社区,超市,北京鑫瑞霞商店,兴怀大街甲14号-5-102,101400,,提供居民所需的各种日常生活用品,周一至周日
854,怀柔区,龙山街道,南华园三区社区,超市,北京南华飞腾商店,南华园三区2号楼下,101400,69697108,综合零售,随时
855,怀柔区,龙山街道,南华园三区社区,超市,北京春风通达商店,南华园三区9-1-101,101400,51593367,综合零售,随时
856,怀柔区,龙山街道,南华园三区社区,超市,北京金兴华超市,南华园三区平房,101400,13716317253,综合零售,随时
857,怀柔区,龙山街道,南华园三区社区,超市,北京天龙佳特超市,南华园三区65号楼北平房,101400,15810291793,综合零售,随时
858,怀柔区,龙山街道,南华园三区社区,超市,北京方程万里商店,南华园三区175号,101400,13241689517,水果零售,
859,怀柔区,龙山街道,青春苑社区,超市,1.???大行发超市,1.???青春路25号,101400,1.69688655,超市,8:00-19:00
860,怀柔区,龙山街道,青春苑社区,超市,2.???迪亚天天,2.???青春路6院甲一号楼,101400,2.69683678,超市,8:00-19:00
861,怀柔区,龙山街道,青春苑社区,超市,3.???成乐君超市,3.???青春路17号,101400,3.69620052,超市,8:00-19:00
862,怀柔区,龙山街道,望怀社区,超市,大兴发超市9店,东关一区19号楼下门店,101400,69606097,日用百货、副食零售,每天
863,怀柔区,龙山街道,望怀社区,超市,二兴益第三便利店,东关一区19号楼下门店,101400,69606120,日用百货、副食零售,每天
864,怀柔区,龙山街道,望怀社区,超市,森源日隆商店,府前东街丙10-4-102,101400,,日用百货、副食零售,每天
